date	day	away	home	opening_spread	away_ML	home_ML	away_pts	home_pts	result	result_diff
20180325	159	Cleveland	Brooklyn	6.5	-275	235	121	114	7	0.5
20180325	159	Miami	Indiana	-4.0	150	-170	107	113	-6	-2.0
20180325	159	New York	Washington	-10.0	450	-600	101	97	4	14.0
20180325	159	Portland	Oklahoma City	-3.0	130	-150	108	105	3	6.0
20180325	159	San Antonio	Milwaukee	2.5	-140	120	103	106	-3	-5.5
20180325	159	Boston	Sacramento	6.0	-245	205	104	93	11	5.0
20180325	159	L.A. Clippers	Toronto	-8.0	305	-365	117	106	11	19.0
20180325	159	Atlanta	Houston	-14.5	800	-1250	99	118	-19	-4.5
20180325	159	Utah	Golden State	3.0	-150	130	110	91	19	16.0
20180326	160	L.A. Lakers	Detroit	-4.5	160	-185	106	112	-6	-1.5
20180326	160	Denver	Philadelphia	-5.5	185	-225	104	123	-19	-13.5
20180326	160	New York	Charlotte	-11.5	575	-850	128	137	-9	2.5
20180326	160	Memphis	Minnesota	-14.0	925	-1400	101	93	8	22.0
20180326	160	Boston	Phoenix	10.0	-420	335	102	94	8	-2.0
20180327	161	San Antonio	Washington	1.5	-115	105	106	116	-10	-11.5
20180327	161	Portland	New Orleans	-1.5	105	-115	107	103	4	5.5
20180327	161	Cleveland	Miami	4.0	-155	135	79	98	-19	-23.0
20180327	161	Milwaukee	L.A. Clippers	-3.0	135	-145	98	105	-7	-4.0
20180327	161	Denver	Toronto	-9.0	360	-450	110	114	-4	5.0
20180327	161	Chicago	Houston	-17.5	1050	-1600	86	118	-32	-14.5
20180327	161	Dallas	Sacramento	-1.5	100	-120	103	97	6	7.5
20180327	161	Indiana	Golden State	5.0	-190	165	92	81	11	6.0
20180328	162	Brooklyn	Orlando	1.5	-125	105	111	104	7	5.5
20180328	162	Cleveland	Charlotte	1.5	-125	105	118	105	13	11.5
20180328	162	Portland	Memphis	5.5	-240	200	103	108	-5	-10.5
20180328	162	L.A. Clippers	Phoenix	9.5	-550	468	111	99	12	2.5
20180328	162	New York	Philadelphia	-12.5	800	-1250	101	118	-17	-4.5
20180328	162	Atlanta	Minnesota	-12.5	800	-1000	114	126	-12	0.5
20180328	162	Boston	Utah	-6.5	240	-280	97	94	3	9.5
20180328	162	Dallas	L.A. Lakers	-7.5	280	-310	93	103	-10	-2.5
20180329	163	Washington	Detroit	-1.0	-102	-118	92	103	-11	-10.0
20180329	163	Oklahoma City	San Antonio	-1.0	-125	-105	99	103	-4	-3.0
20180329	163	Chicago	Miami	-13.0	850	-1300	92	103	-11	2.0
20180329	163	Indiana	Sacramento	7.5	-330	270	106	103	3	-4.5
20180329	163	Milwaukee	Golden State	-3.5	170	-200	116	107	9	12.5
20180330	164	Chicago	Orlando	-6.5	220	-260	90	82	8	14.5
20180330	164	New Orleans	Cleveland	-4.0	165	-175	102	107	-5	-1.0
20180330	164	Phoenix	Houston	-3.5	1750	-2300	103	104	-1	2.5
20180330	164	Memphis	Utah	-15.0	1200	-1500	97	107	-10	5.0
20180330	164	Philadelphia	Atlanta	7.5	-315	285	101	91	10	2.5
20180330	164	Denver	Oklahoma City	-3.0	135	-155	126	125	1	4.0
20180330	164	Minnesota	Dallas	5.5	-230	190	93	92	1	-4.5
20180330	164	Milwaukee	L.A. Lakers	0.0	-107	-123	124	122	2	2.0
20180330	164	L.A. Clippers	Portland	-6.0	205	-245	96	105	-9	-3.0
20180331	165	Charlotte	Washington	-5.5	195	-235	93	107	-14	-8.5
20180331	165	Toronto	Boston	3.5	-170	150	99	110	-11	-14.5
20180331	165	Detroit	New York	3.5	-160	140	115	109	6	2.5
20180331	165	Brooklyn	Miami	-7.5	275	-335	110	109	1	8.5
20180331	165	Golden State	Sacramento	8.5	-380	315	112	96	16	7.5
20180401	166	Philadelphia	Charlotte	2.0	-140	120	119	102	17	15.0
20180401	166	Houston	San Antonio	2.0	-132	112	83	100	-17	-19.0
20180401	166	Dallas	Cleveland	-11.0	550	-750	87	98	-11	0.0
20180401	166	Orlando	Atlanta	-2.0	110	-130	88	94	-6	-4.0
20180401	166	Utah	Minnesota	1.0	-118	-102	121	97	24	23.0
20180401	166	Phoenix	Golden State	-15.0	895	-1150	107	117	-10	5.0
20180401	166	Washington	Chicago	8.0	-345	285	94	113	-19	-27.0
20180401	166	Indiana	L.A. Clippers	-2.5	120	-140	111	104	7	9.5
20180401	166	Oklahoma City	New Orleans	1.0	-115	-105	109	104	5	4.0
20180401	166	Detroit	Brooklyn	1.0	-118	-102	108	96	12	11.0
20180401	166	Milwaukee	Denver	-3.5	155	-175	125	128	-3	0.5
20180401	166	Memphis	Portland	-14.5	1425	-1850	98	113	-15	-0.5
20180401	166	Sacramento	L.A. Lakers	-7.0	260	-320	84	83	1	8.0
20180403	168	Brooklyn	Philadelphia	-9.0	360	-450	95	121	-26	-17.0
20180403	168	Atlanta	Miami	-11.5	650	-1000	98	101	-3	8.5
20180403	168	Washington	Houston	-8.0	260	-320	104	120	-16	-8.0
20180403	168	Golden State	Oklahoma City	-3.5	140	-160	111	107	4	7.5
20180403	168	Portland	Dallas	9.0	-450	360	109	115	-6	-15.0
20180403	168	L.A. Lakers	Utah	-10.5	550	-800	110	117	-7	3.5
20180403	168	Toronto	Cleveland	-1.5	105	-125	106	112	-6	-4.5
20180403	168	Orlando	New York	-1.0	-103	-117	97	73	24	25.0
20180403	168	Boston	Milwaukee	-2.0	110	-130	102	106	-4	-2.0
20180403	168	Charlotte	Chicago	5.5	-220	180	114	120	-6	-11.5
20180403	168	Indiana	Denver	-3.5	150	-170	104	107	-3	0.5
20180403	168	Sacramento	Phoenix	1.0	-117	-103	94	97	-3	-4.0
20180403	168	San Antonio	L.A. Clippers	1.0	-117	-103	110	113	-3	-4.0
20180404	169	Philadelphia	Detroit	1.0	-117	-103	115	108	7	6.0
20180404	169	Miami	Atlanta	8.5	-410	330	115	86	29	20.5
20180404	169	Memphis	New Orleans	-13.0	925	-1400	95	123	-28	-15.0
20180404	169	Dallas	Orlando	1.0	-120	100	100	105	-5	-6.0
20180404	169	Boston	Toronto	-8.0	315	-380	78	96	-18	-10.0
20180404	169	San Antonio	L.A. Lakers	5.5	-240	200	112	122	-10	-15.5
20180405	170	Golden State	Indiana	1.5	-123	103	106	126	-20	-21.5
20180405	170	Washington	Cleveland	-5.5	190	-230	115	119	-4	1.5
20180405	170	L.A. Clippers	Utah	-7.0	250	-300	95	117	-22	-15.0
20180405	170	Portland	Houston	-10.0	475	-650	94	96	-2	8.0
20180405	170	Brooklyn	Milwaukee	-8.0	300	-360	119	111	8	16.0
20180405	170	Minnesota	Denver	-5.0	175	-210	96	100	-4	1.0
20180406	171	Charlotte	Orlando	5.5	-225	205	137	100	37	31.5
20180406	171	Atlanta	Washington	-10.5	500	-700	103	97	6	16.5
20180406	171	Chicago	Boston	-10.0	420	-535	104	111	-7	3.0
20180406	171	Miami	New York	9.0	-485	385	98	122	-24	-33.0
20180406	171	New Orleans	Phoenix	10.0	-750	525	122	103	19	9.0
20180406	171	Dallas	Detroit	-7.5	270	-360	106	113	-7	0.5
20180406	171	Cleveland	Philadelphia	-3.5	145	-155	130	132	-2	1.5
20180406	171	Indiana	Toronto	-7.5	275	-335	73	92	-19	-11.5
20180406	171	Sacramento	Memphis	4.0	-150	130	94	93	1	-3.0
20180406	171	Minnesota	L.A. Lakers	3.5	-155	135	113	96	17	13.5
20180407	172	Denver	L.A. Clippers	-1.0	-110	-110	134	115	19	20.0
20180407	172	Brooklyn	Chicago	5.0	-220	180	124	96	28	23.0
20180407	172	Oklahoma City	Houston	-6.5	215	-255	108	102	6	12.5
20180407	172	Milwaukee	New York	9.5	-500	400	115	102	13	3.5
20180407	172	New Orleans	Golden State	-7.0	245	-290	126	120	6	13.0
20180407	172	Portland	San Antonio	-3.5	160	-185	105	116	-11	-7.5
20180408	173	Dallas	Philadelphia	-13.0	1000	-1200	97	109	-12	1.0
20180408	173	Atlanta	Boston	-10.0	450	-525	112	106	6	16.0
20180408	173	Orlando	Toronto	-13.0	900	-1375	101	112	-11	2.0
20180408	173	Indiana	Charlotte	2.0	-123	113	123	117	6	4.0
20180408	173	Detroit	Memphis	5.5	-220	180	117	130	-13	-18.5
20180408	173	Utah	L.A. Lakers	6.0	-325	295	112	97	15	9.0
20180408	173	Golden State	Phoenix	13.5	-1150	950	117	100	17	3.5
20180409	174	Toronto	Detroit	3.5	-175	155	108	98	10	6.5
20180409	174	Chicago	Brooklyn	-8.5	290	-350	105	114	-9	-0.5
20180409	174	Memphis	Minnesota	-15.0	1000	-1500	94	113	-19	-4.0
20180409	174	Sacramento	San Antonio	-13.0	850	-1300	85	98	-13	0.0
20180409	174	Cleveland	New York	12.0	-800	550	123	109	14	2.0
20180409	174	Oklahoma City	Miami	2.0	-140	120	115	93	22	20.0
20180409	174	Orlando	Milwaukee	-10.0	550	-800	86	102	-16	-6.0
20180409	174	Portland	Denver	-3.5	155	-175	82	88	-6	-2.5
20180409	174	New Orleans	L.A. Clippers	5.5	-255	215	113	100	13	7.5
20180410	175	Charlotte	Indiana	-6.5	240	-280	119	93	26	32.5
20180410	175	Boston	Washington	-6.5	245	-290	101	113	-12	-5.5
20180410	175	Golden State	Utah	-7.0	245	-290	79	119	-40	-33.0
20180410	175	Philadelphia	Atlanta	9.5	-500	400	121	113	8	-1.5
20180410	175	Phoenix	Dallas	-4.0	150	-180	124	97	27	31.0
20180410	175	Houston	L.A. Lakers	9.5	-660	445	105	99	6	-3.5
20180411	176	Toronto	Miami	-7.0	170	-200	109	116	-7	0.0
20180411	176	Milwaukee	Philadelphia	-5.5	260	-320	95	130	-35	-29.5
20180411	176	Memphis	Oklahoma City	-17.5	1500	-3000	123	137	-14	3.5
20180411	176	Washington	Orlando	4.0	-230	190	92	101	-9	-13.0
20180411	176	Detroit	Chicago	1.5	-125	105	119	87	32	30.5
20180411	176	Houston	Sacramento	5.5	-155	135	83	96	-13	-18.5
20180411	176	New York	Cleveland	-15.5	1050	-1600	110	98	12	27.5
20180411	176	Denver	Minnesota	-3.0	130	-150	106	112	-6	-3.0
20180411	176	San Antonio	New Orleans	-3.5	145	-165	98	122	-24	-20.5
20180411	176	Brooklyn	Boston	-3.0	115	-135	97	110	-13	-10.0
20180411	176	Utah	Portland	-3.0	130	-150	93	102	-9	-6.0
20180411	176	L.A. Lakers	L.A. Clippers	-2.5	135	-155	115	100	15	17.5
