date	away	home	opening_spread	away_ML	home_ML
20180327	Portland	New Orleans	-1.5	+105	-115
20180327	Cleveland	Miami	+4	-155	+135
20180327	Milwaukee	L.A. Clippers	-3	+135	-145
20180327	Denver	Toronto	-9	+360	-450
20180327	Chicago	Houston	-17.5	+1050	-1600
20180327	Dallas	Sacramento	-1.5	+100	-120
20180327	Indiana	Golden State	+5	-190	+165
20180328	Brooklyn	Orlando	+1.5	-125	+105
20180328	Cleveland	Charlotte	+1.5	-125	+105
20180328	Portland	Memphis	+5.5	-240	+200
20180328	L.A. Clippers	Phoenix	+9.5	-550	+468
20180328	New York	Philadelphia	-12.5	+800	-1250
20180328	Atlanta	Minnesota	-12.5	+800	-1000
20180328	Boston	Utah	-6.5	+240	-280
20180328	Dallas	L.A. Lakers	-7.5	+280	-310
20180329	Washington	Detroit	-1	-102	-118
20180329	Oklahoma City	San Antonio	-1	-125	-105
20180329	Chicago	Miami	-13	+850	-1300
20180329	Indiana	Sacramento	+7.5	-330	+270
20180329	Milwaukee	Golden State	-3.5	+170	-200
20180330	Chicago	Orlando	-6.5	+220	-260
20180330	New Orleans	Cleveland	-4	+165	-175
20180330	Phoenix	Houston	-3.5	+1750	-2300
20180330	Memphis	Utah	-15	+1200	-1500
20180330	Philadelphia	Atlanta	+7.5	-315	+285
20180330	Denver	Oklahoma City	-3	+135	-155
20180330	Minnesota	Dallas	+5.5	-230	+190
20180330	Milwaukee	L.A. Lakers	0	-107	-123
20180330	L.A. Clippers	Portland	-6	+205	-245
20180331	Charlotte	Washington	-5.5	+195	-235
20180331	Toronto	Boston	+3.5	-170	+150
20180331	Detroit	New York	+3.5	-160	+140
20180331	Brooklyn	Miami	-7.5	+275	-335
20180331	Golden State	Sacramento	+8.5	-380	+315
20180401	Philadelphia	Charlotte	+2	-140	+120
20180401	Houston	San Antonio	+2	-132	+112
20180401	Dallas	Cleveland	-11	+550	-750
20180401	Orlando	Atlanta	-2	+110	-130
20180401	Utah	Minnesota	+1	-118	-102
20180401	Phoenix	Golden State	-15	+895	-1150
20180401	Washington	Chicago	+8	-345	+285
20180401	Indiana	L.A. Clippers	-2.5	+120	-140
20180401	Oklahoma City	New Orleans	+1	-115	-105
20180401	Detroit	Brooklyn	+1	-118	-102
20180401	Milwaukee	Denver	-3.5	+155	-175
20180401	Memphis	Portland	-14.5	+1425	-1850
20180401	Sacramento	L.A. Lakers	-7	+260	-320
20180403	Brooklyn	Philadelphia	-9	+360	-450
20180403	Atlanta	Miami	-11.5	+650	-1000
20180403	Washington	Houston	-8	+260	-320
20180403	Golden State	Oklahoma City	-3.5	+140	-160
20180403	Portland	Dallas	+9	-450	+360
20180403	L.A. Lakers	Utah	-10.5	+550	-800
20180403	Toronto	Cleveland	-1.5	+105	-125
20180403	Orlando	New York	-1	-103	-117
20180403	Boston	Milwaukee	-2	+110	-130
20180403	Charlotte	Chicago	+5.5	-220	+180
20180403	Indiana	Denver	-3.5	+150	-170
20180403	Sacramento	Phoenix	+1	-117	-103
20180403	San Antonio	L.A. Clippers	+1	-117	-103
20180404	Philadelphia	Detroit	+1	-117	-103
20180404	Miami	Atlanta	+8.5	-410	+330
20180404	Memphis	New Orleans	-13	+925	-1400
20180404	Dallas	Orlando	+1	-120	+100
20180404	Boston	Toronto	-8	+315	-380
20180404	San Antonio	L.A. Lakers	+5.5	-240	+200
20180405	Golden State	Indiana	+1.5	-123	+103
20180405	Washington	Cleveland	-5.5	+190	-230
20180405	L.A. Clippers	Utah	-7	+250	-300
20180405	Portland	Houston	-10	+475	-650
20180405	Brooklyn	Milwaukee	-8	+300	-360
20180405	Minnesota	Denver	-5	+175	-210
20180406	Charlotte	Orlando	+5.5	-225	+205
20180406	Atlanta	Washington	-10.5	+500	-700
20180406	Chicago	Boston	-10	+420	-535
20180406	Miami	New York	+9	-485	+385
20180406	New Orleans	Phoenix	+10	-750	+525
20180406	Dallas	Detroit	-7.5	+270	-360
20180406	Cleveland	Philadelphia	-3.5	+145	-155
20180406	Indiana	Toronto	-7.5	+275	-335
20180406	Sacramento	Memphis	+4	-150	+130
20180406	Minnesota	L.A. Lakers	+3.5	-155	+135
20180407	Denver	L.A. Clippers	-1	-110	-110
20180407	Brooklyn	Chicago	+5	-220	+180
20180407	Oklahoma City	Houston	-6.5	+215	-255
20180407	Milwaukee	New York	+9.5	-500	+400
20180407	New Orleans	Golden State	-7	+245	-290
20180407	Portland	San Antonio	-3.5	+160	-185
20180408	Dallas	Philadelphia	-13	+1000	-1200
20180408	Atlanta	Boston	-10	+450	-525
20180408	Orlando	Toronto	-13	+900	-1375
20180408	Indiana	Charlotte	+2	-123	+113
20180408	Detroit	Memphis	+5.5	-220	+180
20180408	Utah	L.A. Lakers	+6	-325	+295
20180408	Golden State	Phoenix	+13.5	-1150	+950
20180409	Toronto	Detroit	+3.5	-175	+155
20180409	Chicago	Brooklyn	-8.5	+290	-350
20180409	Memphis	Minnesota	-15	+1000	-1500
20180409	Sacramento	San Antonio	-13	+850	-1300
20180409	Cleveland	New York	+12	-800	+550
20180409	Oklahoma City	Miami	+2	-140	+120
20180409	Orlando	Milwaukee	-10	+550	-800
20180409	Portland	Denver	-3.5	+155	-175
20180409	New Orleans	L.A. Clippers	+5.5	-255	+215
20180410	Charlotte	Indiana	-6.5	+240	-280
20180410	Boston	Washington	-6.5	+245	-290
20180410	Golden State	Utah	-7	+245	-290
20180410	Philadelphia	Atlanta	+9.5	-500	+400
20180410	Phoenix	Dallas	-4	+150	-180
20180410	Houston	L.A. Lakers	+9.5	-660	+445
20180411	Toronto	Miami	-7	+170	-200
20180411	Milwaukee	Philadelphia	-5.5	+260	-320
20180411	Memphis	Oklahoma City	-17.5	+1500	-3000
20180411	Washington	Orlando	+4	-230	+190
20180411	Detroit	Chicago	+1.5	-125	+105
20180411	Houston	Sacramento	+5.5	-155	+135
20180411	New York	Cleveland	-15.5	+1050	-1600
20180411	Denver	Minnesota	-3	+130	-150
20180411	San Antonio	New Orleans	-3.5	+145	-165
20180411	Brooklyn	Boston	-3	+115	-135
20180411	Utah	Portland	-3	+130	-150
20180411	L.A. Lakers	L.A. Clippers	-2.5	+135	-155
